,frame.encap_type,frame.len,frame.protocols,ip.hdr_len,ip.len,ip.flags.rb,ip.flags.df,p.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.len,tcp.ack,tcp.flags.res,tcp.flags.ns,tcp.flags.cwr,tcp.flags.ecn,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,tcp.window_size,tcp.time_delta,Label
21,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.002758,normal
22,1,1514,eth:ethertype:ip:tcp:ssh,20,1500,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4502,1460,1111,0,0,0,0,0,1,0,0,0,0,7504,0.001203,normal
23,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4502,22,0,18584,0,0,0,0,0,1,0,0,0,0,64240,7e-06,normal
24,1,518,eth:ethertype:ip:tcp:ssh,20,504,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4502,464,1111,0,0,0,0,0,1,1,0,0,0,7504,0.000366,normal
25,1,1514,eth:ethertype:ip:tcp,20,1500,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4502,1460,1111,0,0,0,0,0,1,0,0,0,0,7504,0.00077,normal
26,1,1514,eth:ethertype:ip:tcp,20,1500,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4502,1460,1111,0,0,0,0,0,1,0,0,0,0,7504,0.001231,normal
27,1,1514,eth:ethertype:ip:tcp,20,1500,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4502,1460,1111,0,0,0,0,0,1,0,0,0,0,7504,0.00123,normal
28,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4502,22,0,21504,0,0,0,0,0,1,0,0,0,0,64240,7e-06,normal
29,1,1514,eth:ethertype:ip:tcp,20,1500,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3140,1460,77,0,0,0,0,0,1,0,0,0,0,65535,0.046163,normal
30,1,1514,eth:ethertype:ip:tcp,20,1500,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4502,1460,1111,0,0,0,0,0,1,0,0,0,0,7504,0.002455,normal
31,1,518,eth:ethertype:ip:tcp,20,504,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4502,464,1111,0,0,0,0,0,1,1,0,0,0,7504,0.000349,normal
32,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4502,22,0,24424,0,0,0,0,0,1,0,0,0,0,64240,0.000864,normal
33,1,1490,eth:ethertype:ip:tcp,20,1476,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3140,1436,77,0,0,0,0,0,1,1,0,0,0,65535,0.00287,normal
34,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4502,22,0,24888,0,0,0,0,0,1,0,0,0,0,63776,0.000432,normal
35,1,126,eth:ethertype:ip:tcp:ssh,20,112,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4502,22,72,24888,0,0,0,0,0,1,1,0,0,0,63776,0.001154,normal
36,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3140,80,0,2897,0,0,0,0,0,1,0,0,0,0,17520,0.001243,normal
37,1,126,eth:ethertype:ip:tcp:ssh,20,112,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4502,72,1183,0,0,0,0,0,1,1,0,0,0,7504,0.000435,normal
38,1,126,eth:ethertype:ip:tcp,20,112,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4502,72,1183,0,0,0,0,0,1,1,0,0,0,7504,0.00026,normal
39,1,110,eth:ethertype:ip:tcp:ssh,20,96,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4502,22,56,24960,0,0,0,0,0,1,1,0,0,0,63704,0.000572,normal
40,1,118,eth:ethertype:ip:tcp:ssh,20,104,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4502,64,1239,0,0,0,0,0,1,1,0,0,0,7504,0.000428,normal
41,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.010964,normal
42,1,118,eth:ethertype:ip:tcp,20,104,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4502,64,1239,0,0,0,0,0,1,1,0,0,0,7504,0.000317,normal
43,1,94,eth:ethertype:ip:tcp:ssh,20,80,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4502,22,40,25024,0,0,0,0,0,1,1,0,0,0,63640,0.000964,normal
44,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4502,22,0,3970834123,0,0,0,0,0,0,0,1,0,0,0,6e-06,normal
45,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,933557,0,0,0,0,0,1,0,0,0,0,16560,0.001239,normal
46,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.003513,normal
47,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4503,22,0,0,0,0,0,0,0,0,0,0,1,0,64240,0.0,normal
48,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4503,0,1,0,0,0,0,0,1,0,0,1,0,5840,0.00035,normal
49,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4503,0,1,0,0,0,0,0,1,0,0,1,0,5840,0.000161,normal
50,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4503,22,0,1,0,0,0,0,0,1,0,0,0,0,64240,0.000181,normal
51,1,93,eth:ethertype:ip:tcp:ssh,20,79,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4503,39,1,0,0,0,0,0,1,1,0,0,0,5840,0.003585,normal
52,1,93,eth:ethertype:ip:tcp,20,79,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4503,39,1,0,0,0,0,0,1,1,0,0,0,5840,0.000212,normal
53,1,92,eth:ethertype:ip:tcp:ssh,20,78,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4503,22,38,40,0,0,0,0,0,1,1,0,0,0,64201,0.000331,normal
54,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4503,0,39,0,0,0,0,0,1,0,0,0,0,5840,0.00035,normal
55,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4503,0,39,0,0,0,0,0,1,0,0,0,0,5840,0.000147,normal
56,1,838,eth:ethertype:ip:tcp:ssh,20,824,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4503,784,39,0,0,0,0,0,1,1,0,0,0,5840,0.000899,normal
57,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.012992,normal
58,1,838,eth:ethertype:ip:tcp,20,824,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4503,784,39,0,0,0,0,0,1,1,0,0,0,5840,0.002259,normal
59,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,936317,0,0,0,0,0,1,0,0,0,0,16560,0.001239,normal
60,1,294,eth:ethertype:ip:tcp:ssh,20,280,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4503,22,240,824,0,0,0,0,0,1,1,0,0,0,63417,0.001037,normal
61,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.003507,normal
62,1,588,eth:ethertype:ip:tcp:http:image-jfif,20,574,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3140,534,77,0,0,0,0,0,1,1,0,0,1,65535,0.035164,normal
63,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3140,80,0,3432,0,0,0,0,0,1,0,0,0,0,16986,0.000607,normal
64,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3140,80,0,3432,0,0,0,0,0,1,0,0,0,1,16986,6e-06,normal
65,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3141,80,0,0,0,0,0,0,0,0,0,0,1,0,16384,0.0,normal
66,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4503,0,279,0,0,0,0,0,1,0,0,0,0,6432,0.039841,normal
67,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4503,0,279,0,0,0,0,0,1,0,0,0,0,6432,0.000161,normal
68,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.045978,normal
69,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,939077,0,0,0,0,0,1,0,0,0,0,16560,0.001237,normal
70,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.00378,normal
71,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3140,0,78,0,0,0,0,0,1,0,0,0,0,65534,0.039637,normal
72,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3141,0,1,0,0,0,0,0,1,0,0,1,0,65535,0.039158,normal
73,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3141,80,0,1,0,0,0,0,0,1,0,0,0,0,17520,0.001294,normal
74,1,130,eth:ethertype:ip:tcp:http,20,116,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3141,80,76,1,0,0,0,0,0,1,1,0,0,0,17520,9.4e-05,normal
75,1,1207,eth:ethertype:ip:tcp:http:png,20,1193,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3822,1153,353,0,0,0,0,0,1,1,0,0,0,4492,0.111904,normal
76,1,116,eth:ethertype:ip:tcp:http,20,102,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3822,80,62,74500,0,0,0,0,0,1,1,0,0,0,15407,0.001445,normal
77,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.013719,normal
78,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,941837,0,0,0,0,0,1,0,0,0,0,16560,0.001228,normal
79,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.003265,normal
80,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,943217,0,0,0,0,0,1,0,0,0,0,16560,0.001246,normal
81,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.005001,normal
82,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.004497,normal
83,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,43,6,202.235.196.117,192.168.3.115,80,3825,0,73,0,0,0,0,0,1,0,0,0,0,5840,0.214354,normal
84,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,945977,0,0,0,0,0,1,0,0,0,0,16560,0.001236,normal
85,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,43,6,202.235.196.117,192.168.3.115,80,3826,0,1,0,0,0,0,0,1,0,0,1,0,5840,0.215243,normal
86,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.3.115,202.235.196.117,3826,80,0,1,0,0,0,0,0,1,0,0,0,0,17520,0.000361,normal
87,1,125,eth:ethertype:ip:tcp:http,20,111,0,1,0,0,128,6,192.168.3.115,202.235.196.117,3826,80,71,1,0,0,0,0,0,1,1,0,0,0,17520,9.4e-05,normal
88,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.010509,normal
89,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.004498,normal
90,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3141,0,77,0,0,0,0,0,1,0,0,0,0,65535,0.043808,normal
91,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,948737,0,0,0,0,0,1,0,0,0,0,16560,0.001236,normal
92,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.012003,normal
93,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.004246,normal
94,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,951497,0,0,0,0,0,1,0,0,0,0,16560,0.001235,normal
95,1,1514,eth:ethertype:ip:tcp,20,1500,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3141,1460,77,0,0,0,0,0,1,0,0,0,0,65535,0.031293,normal
96,1,1231,eth:ethertype:ip:tcp:http:image-jfif,20,1217,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3141,1177,77,0,0,0,0,0,1,1,0,0,0,65535,0.003245,normal
97,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3141,0,77,0,0,0,0,0,1,0,0,0,1,65535,6e-06,normal
98,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3141,80,0,2638,0,0,0,0,0,1,0,0,0,0,17520,0.00108,normal
99,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3141,80,0,2639,0,0,0,0,0,1,0,0,0,0,17520,6e-06,normal
100,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3141,80,0,2639,0,0,0,0,0,1,0,0,0,1,17520,0.000135,normal
101,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,128,6,192.168.2.106,208.111.161.254,3142,80,0,0,0,0,0,0,0,0,0,0,1,0,16384,0.0,normal
102,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3822,0,353,0,0,0,0,0,1,0,0,0,0,4492,0.0907,normal
103,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.045484,normal
104,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.004221,normal
105,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,954257,0,0,0,0,0,1,0,0,0,0,16560,0.002343,normal
106,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,56,6,208.111.160.6,192.168.2.106,80,3141,0,78,0,0,0,0,0,1,0,0,0,0,65534,0.035927,normal
107,1,463,eth:ethertype:ip:tcp:http:image-gif,20,449,0,1,0,0,241,6,12.180.55.140,192.168.3.115,80,3822,409,415,0,0,0,0,0,1,1,0,0,0,4554,0.024089,normal
108,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,56,6,208.111.161.254,192.168.2.106,80,3142,0,1,0,0,0,0,0,1,0,0,1,0,65535,0.038112,normal
109,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.161.254,3142,80,0,1,0,0,0,0,0,1,0,0,0,0,17520,0.000234,normal
110,1,130,eth:ethertype:ip:tcp:http,20,116,0,1,0,0,128,6,192.168.2.106,208.111.161.254,3142,80,76,1,0,0,0,0,0,1,1,0,0,0,17520,0.000185,normal
111,1,138,eth:ethertype:ip:tcp:http,20,124,0,1,0,0,128,6,192.168.3.115,12.180.55.140,3822,80,84,74909,0,0,0,0,0,1,1,0,0,0,16560,0.001131,normal
112,1,206,eth:ethertype:ip:tcp:ssh,20,192,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4503,22,152,824,0,0,0,0,0,1,1,0,0,0,63417,0.136711,normal
113,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4503,0,431,0,0,0,0,0,1,0,0,0,0,7504,0.000465,normal
114,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4503,0,431,0,0,0,0,0,1,0,0,0,0,7504,0.000154,normal
115,1,774,eth:ethertype:ip:tcp:ssh,20,760,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4503,720,431,0,0,0,0,0,1,1,0,0,0,7504,0.00448,normal
116,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.01315,normal
117,1,774,eth:ethertype:ip:tcp,20,760,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4503,720,431,0,0,0,0,0,1,1,0,0,0,7504,0.00195,normal
118,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.004015,normal
119,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,957017,0,0,0,0,0,1,0,0,0,0,16560,0.001226,normal
120,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.003525,normal
121,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.00924,normal
122,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,959777,0,0,0,0,0,1,0,0,0,0,16560,0.001236,normal
123,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.003511,normal
124,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.006742,normal
125,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,962537,0,0,0,0,0,1,0,0,0,0,16560,0.001232,normal
126,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.00352,normal
127,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,56,6,208.111.161.254,192.168.2.106,80,3142,0,77,0,0,0,0,0,1,0,0,0,0,65535,0.043442,normal
128,1,1434,eth:ethertype:ip:tcp,20,1420,0,1,0,0,241,6,12.180.55.140,192.168.2.106,80,3019,1380,1135,0,0,0,0,0,1,0,0,0,0,5274,0.013,normal
129,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,12.180.55.140,3019,80,0,965297,0,0,0,0,0,1,0,0,0,0,16560,0.001222,normal
130,1,70,eth:ethertype:ip:tcp:ssh,20,56,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4503,22,16,1544,0,0,0,0,0,1,1,0,0,0,64240,0.052483,normal
131,1,1514,eth:ethertype:ip:tcp,20,1500,0,1,0,0,56,6,208.111.161.254,192.168.2.106,80,3142,1460,77,0,0,0,0,0,1,0,0,0,0,65535,0.020063,normal
132,1,1173,eth:ethertype:ip:tcp:http:image-jfif,20,1159,0,1,0,0,56,6,208.111.161.254,192.168.2.106,80,3142,1119,77,0,0,0,0,0,1,1,0,0,0,65535,0.003435,normal
133,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,56,6,208.111.161.254,192.168.2.106,80,3142,0,77,0,0,0,0,0,1,0,0,0,1,65535,7e-06,normal
134,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.161.254,3142,80,0,2580,0,0,0,0,0,1,0,0,0,0,17520,0.001036,normal
135,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.161.254,3142,80,0,2581,0,0,0,0,0,1,0,0,0,0,17520,3.4e-05,normal
136,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,128,6,192.168.2.106,208.111.161.254,3142,80,0,2581,0,0,0,0,0,1,0,0,0,1,17520,0.000102,normal
137,1,62,eth:ethertype:ip:tcp,20,48,0,1,0,0,128,6,192.168.2.106,208.111.160.6,3143,80,0,0,0,0,0,0,0,0,0,0,1,0,16384,0.0,normal
138,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,64,6,192.168.5.122,192.168.2.113,22,4503,0,447,0,0,0,0,0,1,0,0,0,0,7504,0.032911,normal
139,1,60,eth:ethertype:ip:tcp,20,40,0,1,0,0,63,6,192.168.5.122,192.168.2.113,22,4503,0,447,0,0,0,0,0,1,0,0,0,0,7504,0.000162,normal
140,1,102,eth:ethertype:ip:tcp:ssh,20,88,0,1,0,0,128,6,192.168.2.113,192.168.5.122,4503,22,48,1544,0,0,0,0,0,1,1,0,0,0,64240,0.000255,normal
